,Title,Employee,Location,type,Expire_date,catogry
234,දෙපාර්තමේන්තු සුපරීක්ෂක (නුපුහුණු) - (කාන්තා / පිරිමි),Keells ,IslandWide,Full-Time,24/05/2022 ,business-management
235,Deputy Relationship Manager - Private Banking,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,business-management
236,Sales Executive | Wattala,Softlogic Retail (Pvt) Ltd,Gampaha,Full-Time,24/05/2022 ,business-management
237,Trainee Sales Executives - General Insurance - Leasing & Bancassurance ,Company Name Withheld 527,Colombo,Full-Time,24/05/2022 ,business-management
238,Chief Operations Officer - Cafe Sector,Softlogic Restaurants Pvt Ltd,Colombo,Full-Time,24/05/2022 ,business-management
239,Senior Relationship Assistant - Business Banking,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,business-management
240,Senior Executive / Executive - Administration (Female),Ideal Group,Colombo,Full-Time,24/05/2022 ,business-management
241,Internship Training Opportunities - Operations/Management,Dialog Finance PLC,Colombo,Full-Time,24/05/2022 ,business-management
242,Digital Marketing Executive - Male,Ninehearts,Colombo,Full-Time,24/05/2022 ,business-management
243,Deputy Manager - Impairment,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,business-management
244,Lobby Manager,Nawaloka Hospitals PLC,Colombo,Full-Time,24/05/2022 ,business-management
245,Trainees Sales and Marketing (Associate) ,KPM Media,Colombo,Full-Time,24/05/2022 ,business-management
246,Senior Executive / Executive - Digital Marketing,Abans PLC,Colombo,Full-Time,24/05/2022 ,business-management
247,Deputy Manager - Loan Review Mechanism,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,business-management
248,Assistant Manager - HR & Administration,Sirocco Air Technologies (Pvt) Ltd.,Colombo,Full-Time,24/05/2022 ,business-management
249,Business Development Executive - Male,Ninehearts,Colombo,Full-Time,24/05/2022 ,business-management
