,Title,Employee,Location,type,Expire_date,catogry
123,Assistant - Merchant Acquisition & Relationships (Northern & Eastern Regions),Nations Trust Bank,"Ampara,Jaffna,Kili...",Full-Time,25/05/2022 ,banking
124,Sales Officers - Eastern Province,Dialog Finance PLC,"Ampara,Trincomalee,...",Full-Time,25/05/2022 ,banking
125,Junior Operations Assistant - Kalutara,Citizens Development Business Finance PLC (CDB),Kalutara,Full-Time,25/05/2022 ,banking
126,Executive - Credit Card Recoveries (Contact Centre),Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,26/05/2022 ,banking
127,Sales Officers - North Central Province,Dialog Finance PLC,"Anuradhapura,Polonn...",Full-Time,25/05/2022 ,banking
128,Procurement Manager – Logistics Operations & 3P Manufacturing,Unilever Sri Lanka,Colombo,Full-Time,26/05/2022 ,banking
129,Junior Personal Assistant,Sri Lanka Central Bank,Colombo,Permanent,25/05/2022 ,banking
130,Junior Operations Assistant - Vavuniya,Citizens Development Business Finance PLC (CDB),Vavuniya,Full-Time,25/05/2022 ,banking
131,Junior Operations Assistant - Elakanda,Citizens Development Business Finance PLC (CDB),Gampaha,Full-Time,25/05/2022 ,banking
132,Trainee Receptionists cum Telephone Operators - Female,Asia Asset Finance PLC,Colombo,Full-Time,25/05/2022 ,banking
133,Deputy Relationship Manager - Branch Credit,Nations Trust Bank,Colombo,Full-Time,25/05/2022 ,banking
134,Junior Operations Assistant - Dambulla,Citizens Development Business Finance PLC (CDB),Matale,Full-Time,25/05/2022 ,banking
135,Junior Operations Assistant - Kaduruwela,Citizens Development Business Finance PLC (CDB),Polonnaruwa,Full-Time,25/05/2022 ,banking
136,Junior Operations Assistant - Chilaw,Citizens Development Business Finance PLC (CDB),Puttalam,Full-Time,25/05/2022 ,banking
137,Executives/ Trainees - Gold Loans ( Pawining Officers) ,Asia Asset Finance PLC,"Colombo,Badulla,Ke...",Full-Time,25/05/2022 ,banking
138,Junior Operations Assistant - Mawathagama,Citizens Development Business Finance PLC (CDB),Kurunagala,Full-Time,25/05/2022 ,banking
139,Sales Executives / Assistant Business Promotion Manager / Business Promotion Manager ,Company Name Withheld 527,Colombo,Full-Time,25/05/2022 ,banking
