,Title,Employee,Location,type,Expire_date,catogry
143,Store Driver - 20 / Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,26/05/2022 ,school-leavers
144,Internal Audit – Audit Trainee,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,26/05/2022 ,school-leavers
145,Stewards / Senior Stewards / Barman,The Dutchman's Street,Matara,Full-Time,26/05/2022 ,school-leavers
146,Business Development Associates (Credit Cards & Personal Loans) - Colombo,HSBC Sri Lanka,Colombo,Full-Time,26/05/2022 ,school-leavers
147,Pastry and Bakery (Trainee) | Ragama - පේස්ට්රි සහ බේකරි (පුහුණු) | රාගම,Inrich Bakers ( Pvt) Ltd,Gampaha,Full-Time,26/05/2022 ,school-leavers
148,Recovery Officer,Citizens Development Business Finance PLC (CDB),IslandWide,Full-Time,26/05/2022 ,school-leavers
149,Service Crew – 32 Nos / Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,26/05/2022 ,school-leavers
150,Tele Sales & Marketing Executives - (Female/Male),Global Processing Services Pvt Ltd,Colombo,Full-Time,26/05/2022 ,school-leavers
151,Telesales Executive,Advanza BPO,Colombo,Full-Time,26/05/2022 ,school-leavers
152,Walk In Interview : Customer Service Assistant / Cashier / Hot Kitchen / Bakery ,Keells ,Colombo,Full-Time,26/05/2022 ,school-leavers
153,Beautician,Salon Zero,Colombo,Full-Time,26/05/2022 ,school-leavers
154,Marketing Executives,FLITS – Future Links Institute of Technological Studies,Colombo,Full-Time,26/05/2022 ,school-leavers
155,Senior Sales Executive - B2B Corporate Sales,CareerCo Jobs,Colombo,Full-Time,26/05/2022 ,school-leavers
156,Documentation Specialist - Power Point Presentation,RR Donnelley Outsource (Pvt) Ltd​,Colombo,Full-Time,26/05/2022 ,school-leavers
157,Sales Executives - Lifestyle Brands,Abans PLC,Colombo,Full-Time,26/05/2022 ,school-leavers
158,Survey Data Collector | Temporary,Personal,Colombo,Temporary,26/05/2022 ,school-leavers
159,Junior Operations Assistants | Kuliyapitiya / Narammala / Giriulla / Mawathagama / Nikawaratiya,Citizens Development Business Finance PLC (CDB),Kurunagala,Full-Time,26/05/2022 ,school-leavers
160,ගබඩා සහයක / සහයිකා -| Warehouse Assistant (ACCOMMODATION PROVIDED),John Keells Logistics (Pvt) Ltd,IslandWide,Full-Time,26/05/2022 ,school-leavers
161,Front of House ,Cafe Kumbuk,Colombo,Full-Time,25/05/2022 ,school-leavers
162,පාරිභෝගික සේවා සහායක- (Customer Service Assistant) | Islandwide,LAUGFS Super,IslandWide,Full-Time,17/05/2022 ,school-leavers
163,Sales Colleague - Islandwide ,ODEL PLC,IslandWide,Full-Time,25/05/2022 ,school-leavers
164,Trolly Pusher & Baggers - Part Time - Malabe,Softlogic GLOMARK,Colombo,Part-Time,25/05/2022 ,school-leavers
165,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Kottawa,Softlogic GLOMARK,Colombo,Full-Time,25/05/2022 ,school-leavers
166,Call Center Executive - Sales,Polartrix PVT LTD,Colombo,Full-Time,26/05/2022 ,school-leavers
167,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Mount Lavania,Softlogic GLOMARK,Colombo,Full-Time,25/05/2022 ,school-leavers
168,Customer Service Assistant (Trainee / Experienced) - Delkanda,Softlogic GLOMARK,Colombo,Full-Time,25/05/2022 ,school-leavers
169,Sales Colleague - Fashion,ODEL PLC,Colombo,Full-Time,25/05/2022 ,school-leavers
170,Crew Member - (Full Time) - Havelock,Domino's Pizza Sri Lanka,Colombo,Full-Time,25/05/2022 ,school-leavers
171,Sales Advisor,Company Name Withheld 509,Colombo,Full-Time,25/05/2022 ,school-leavers
172,Trainee Sales Officers - Eastern Province,Dialog Finance PLC,"Ampara,Trincomalee,...",Full-Time,25/05/2022 ,school-leavers
173,Executive - Enrolments,VIEC Sri Lanka,Colombo,Full-Time,25/05/2022 ,school-leavers
174,Customer Service Executive - Female,Axis BPO,Colombo,Full-Time,25/05/2022 ,school-leavers
175,Crew Member - (Full Time) - Minuwangoda,Domino's Pizza Sri Lanka,Gampaha,Full-Time,25/05/2022 ,school-leavers
176,Wealth Planners - Premier Agency Circle ,AIA Sri Lanka,Colombo,Full-Time,25/05/2022 ,school-leavers
177,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Delkanda,Softlogic GLOMARK,Colombo,Full-Time,25/05/2022 ,school-leavers
178,Assistant Manager Sales / Sales Executives / Sales Trainees,Company Name Withheld 526,Colombo,Full-Time,25/05/2022 ,school-leavers
179,Operational Executives - Female | Athurugiriya,www.myherbals.lk,Colombo,Full-Time,25/05/2022 ,school-leavers
180,Executives/ Trainees - Gold Loans ( Pawining Officers) ,Asia Asset Finance PLC,"Colombo,Badulla,Ke...",Full-Time,25/05/2022 ,school-leavers
181,Junior Operations Assistant - Mawathagama,Citizens Development Business Finance PLC (CDB),Kurunagala,Full-Time,25/05/2022 ,school-leavers
182,Trainee Receptionists cum Telephone Operators - Female,Asia Asset Finance PLC,Colombo,Full-Time,25/05/2022 ,school-leavers
183,Junior Operations Assistant - Dambulla,Citizens Development Business Finance PLC (CDB),Matale,Full-Time,25/05/2022 ,school-leavers
184,Junior Operations Assistant - Kaduruwela,Citizens Development Business Finance PLC (CDB),Polonnaruwa,Full-Time,25/05/2022 ,school-leavers
185,Junior Operations Assistant - Elakanda,Citizens Development Business Finance PLC (CDB),Gampaha,Full-Time,25/05/2022 ,school-leavers
186,Sales Coordinator - Female | Colombo / Kandy ,Rancrisp,"Colombo,Kandy",Full-Time,25/05/2022 ,school-leavers
187,Junior Operations Assistant - Vavuniya,Citizens Development Business Finance PLC (CDB),Vavuniya,Full-Time,25/05/2022 ,school-leavers
188,Junior Operations Assistant - Kalutara,Citizens Development Business Finance PLC (CDB),Kalutara,Full-Time,25/05/2022 ,school-leavers
189,Junior Operations Assistant - Chilaw,Citizens Development Business Finance PLC (CDB),Puttalam,Full-Time,25/05/2022 ,school-leavers
190,ලෙත් / මිලින් මැෂින් ඔපරේටර්ස්වරුන් -  ඒකල / පෑලියගොඩ / ගනේමුල්ල | Lath / Milling Machine Operators - Ekala / Peliyagoda / Ganemulla,Solex Group of Companies,Gampaha,Full-Time,25/05/2022 ,school-leavers
191,Sales Officers ,Lesova Holdings (Pvt) Ltd.,Colombo,Full-Time,25/05/2022 ,school-leavers
192,Tele : Sales Executive,Lesova Holdings (Pvt) Ltd.,Colombo,Full-Time,25/05/2022 ,school-leavers
193,පැස්සුම් කරුවන් - ඒකල | Welders - Ekala ,Solex Group of Companies,Gampaha,Full-Time,25/05/2022 ,school-leavers
194,Field Agent / பயனர் கையகப்படுத்தும் முகவர் / පරිශීලක අත්පත් කර ගැනීමේ නියෝජිතයා,SUOL INNOVATIONS LTD ,Colombo,Full-Time,25/05/2022 ,school-leavers
195,Sales Executive ,Australian Talent Network,"Colombo,Anuradhapur...",Full-Time,25/05/2022 ,school-leavers
196,Crew Member / Senior Crew Member | Katunayake - BIA,Burger King,Gampaha,Full-Time,25/05/2022 ,school-leavers
197,ඉදිකිරීම් යන්ත්‍රෝපකරණ පුහුණු NVQ 3 සහ 4 පාඨමාලා,Maga Neguma Road Construction Equipment Company,IslandWide,Other,25/05/2022 ,school-leavers
198,"බෙදා හැරිමේ නියෝජිතයින් - කොළඹ, ගම්පහ හා කළුතර  |  Distribution agents - Colombo",Appigo,Colombo,Full-Time,25/05/2022 ,school-leavers
199,Trainee Business Development Officers - Male,Reputed Bank In Sri Lanka,Colombo,Full-Time,25/05/2022 ,school-leavers
200,Junior Customer Care Executive,Abans PLC,Colombo,Full-Time,25/05/2022 ,school-leavers
201,Crew Member - (Full Time) - Kolonnawa ,Domino's Pizza Sri Lanka,Colombo,Full-Time,25/05/2022 ,school-leavers
202,Crew Member - (Full Time) - Ragama,Domino's Pizza Sri Lanka,Gampaha,Full-Time,25/05/2022 ,school-leavers
