,Title,Employee,Location,type,Expire_date
760,Trainee Business Development Executive,Alpho Lanka (Pvt) Ltd,Colombo,Full-Time,19/05/2022 
761,Sales Officer - Matale,Dialog Finance PLC,Matale,Full-Time,19/05/2022 
762,Digital Marketing Executive,Expo Commodities,Colombo,Full-Time,19/05/2022 
763,Call Center Agents,Advent Tech Holdings Pvt Ltd,Colombo,Full-Time,19/05/2022 
764,Sales Officer - Gampaha,Dialog Finance PLC,Gampaha,Full-Time,19/05/2022 
765,Sales Executive - Kandy ,ODEL PLC,Kandy,Full-Time,19/05/2022 
766,Senior Assistant - Financial Reporting,Nations Trust Bank,Colombo,Full-Time,19/05/2022 
767,Customer Support Executive,Alpho Lanka (Pvt) Ltd,Colombo,Full-Time,19/05/2022 
768,Receptionist - Female | Piliyandala,Gloria Travels and Tours Private Limited,Colombo,Full-Time,19/05/2022 
769,Customer Care Executive - Female | Piliyandala,Gloria Travels and Tours Private Limited,Colombo,Full-Time,19/05/2022 
770,Social Media Officer,Recroot IT,"WorkingFromHome,I...",Full-Time,19/05/2022 
771,WordPress Designers,Weblook International (Pvt) Ltd,Colombo,Full-Time,19/05/2022 
772,Receptionist ,Rover Veterinary Hospital (Pvt) Ltd,Colombo,Full-Time,19/05/2022 
773,Project Coordinator ,Weblook International (Pvt) Ltd,Colombo,Full-Time,19/05/2022 
774,Sales Colleague - Fashion,ODEL PLC,Colombo,Full-Time,19/05/2022 
775,Intern – Marketing,Unilever Sri Lanka,Colombo,Full-Time,14/05/2022 
776,Sales Officers - Islandwide,Dialog Finance PLC,IslandWide,Full-Time,25/05/2022 
777,Visiting Lecturer: Master of Education ,St.George International Teacher Training Institute (Pvt) Ltd,"Colombo,Gampaha",Contract Basis,19/05/2022 
778,Front Office Executive Cum Secretary - Female,Weblook International (Pvt) Ltd,Colombo,Full-Time,19/05/2022 
779,WALK IN INTERVIEW - Customer Service Officer - Wariyapola Branch,Citizens Development Business Finance PLC (CDB),Kurunagala,Full-Time,13/05/2022 
780,IT Lecturer Cum Academic Coordinator ,Pioneer Institute of Business & Technology,Colombo,Full-Time,18/05/2022 
781,Head Chef / Kitchen Manager | UK ,The Coconut Tree,"ForeignJob,Island...",Full-Time,18/05/2022 
782,Marketing Executive - Matara,Rado Shoe Industries (Pvt) Ltd,Matara,Full-Time,18/05/2022 
783,ගබඩා සහායක - රත්මලාන | Store Picker - Ratmalana,Ideal Group,Colombo,Full-Time,18/05/2022 
784,ගබඩා සහකාර / අභ්‍යාසලාභී (පංචිකාවත්ත) | Stores Assistant / Trainee (Panchikawatta),Ideal Group,Colombo,Full-Time,18/05/2022 
785,Senior Digital Media Manager,InGame Entertainment PVT LTD,"WorkingFromHome,I...",Full-Time,19/05/2022 
786,Executive - Typist,Abans Finance PLC,Colombo,Full-Time,19/05/2022 
787,Senior Software Engineer -  Ruby on Rails,Insharp Technologies (Private) Limited,Colombo,Full-Time,13/05/2022 
788,Executive - Research & Development (Customer Relationship Management),LOLC Holdings PLC,Colombo,Full-Time,18/05/2022 
789,IT Administrator - Matara,Rado Shoe Industries (Pvt) Ltd,Matara,Full-Time,18/05/2022 
790,Music Teacher - Female ,Shinnyo Nursery,Colombo,Full-Time,18/05/2022 
791,Senior Software Engineer (.NET) ,Creative Software,Colombo,Full-Time,18/05/2022 
792,Associate Technical Lead (JAVA),Creative Software,Colombo,Full-Time,18/05/2022 
793,Nursery Teachers | Female,Shinnyo Nursery,Colombo,Full-Time,18/05/2022 
794,Device Sales Team,Stelacom (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
795,Senior Software Engineer - .NET,Zone24x7 (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
796,Executive Secretary to the Chairman,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 
797,Senior Salesforce Developer ,DigiConsult,"WorkingFromHome,I...",Full-Time,18/05/2022 
798,Sales Engineer / Associate Sales Engineer - Google Workspace & Google Cloud,DMS Software Technologies (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
799,Real Estate Sales & Marketing Executive,SPP Development,Colombo,Full-Time,18/05/2022 
800,Yard Executive - Abans Logistics,Abans PLC,Gampaha,Full-Time,18/05/2022 
801,Accounts Executive,Abans PLC,Gampaha,Full-Time,18/05/2022 
802,Senior Executive - Audit,Abans PLC,Colombo,Full-Time,18/05/2022 
803,Junior Executive,Abans PLC,Colombo,Full-Time,18/05/2022 
804,Marketing Executive - Colombo City Centre,Abans PLC,Colombo,Full-Time,18/05/2022 
805,Administrative Cum MIS Executive - E - Commerce,Abans PLC,Colombo,Full-Time,18/05/2022 
806,Accounts Executive  | Peliyagoda,Abans PLC,Gampaha,Full-Time,18/05/2022 
807,Software Quality Assurance Engineer - Test Automation,Abans PLC,Colombo,Full-Time,18/05/2022 
808,Executive / Senior Executive - Payroll,Abans PLC,Colombo,Full-Time,18/05/2022 
809,HR Business Partner,Abans PLC,Colombo,Full-Time,18/05/2022 
810,Three-Wheeler Delivery Drivers | Battaramulla,Connect Co (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
811,House Keeping | ගෘහ පාලනය,The Privilege Ayurveda Resort,Kalutara,Full-Time,18/05/2022 
812,Director Line of Business Solutions / Program Manager Line of Business Solutions / Project Manager Line of Business Solutions,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 
813,MIS Executive,Abans PLC,Colombo,Full-Time,18/05/2022 
814,Electrician - Male | විදුලි කාර්මිකයා - පිරිමි,Ninehearts,Colombo,Full-Time,18/05/2022 
815,Digital Marketing Executive,Arroowmint (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
816,Restaurant - Trainee Waiter/Waiter | ආපන ශාලාව සදහා - පුහුණු වේටර්/වේටර්,The Privilege Ayurveda Resort,Kalutara,Full-Time,18/05/2022 
817,Import / Export Documentation Executive,Abans PLC,Colombo,Full-Time,18/05/2022 
818,වාහන පින්තාරු කරුවන් | Auto Spray Painters | Ekala,Solex Group of Companies,Gampaha,Full-Time,18/05/2022 
819,ගණකාධිකාරි | Accountant - Kurunegala & Narammala,Dambadeniya Export Products Dev. CO. LTD,Kurunagala,Full-Time,18/05/2022 
820,Finance Associate - Stores Operation (Male Candidate Only),Watercare Technologies (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
821,Mobile App Developer,Abans PLC,Colombo,Full-Time,18/05/2022 
822,Full Stack Developer,CareerCo Jobs,"WorkingFromHome,I...",Full-Time,18/05/2022 
823,Senior Software Engineer (React.js)  – Full Stack ,Ecologital,Colombo,Full-Time,18/05/2022 
824,Business Development Lead,The Jobhouse,Colombo,Full-Time,18/05/2022 
825,Senior Quality Assurance Engineer,Ecologital,Colombo,Full-Time,18/05/2022 
826,Customer Service Executives – Call Centre - Colombo,Company Name Withheld 520,Colombo,Full-Time,18/05/2022 
827,Mechanic / Prime Mover Drivers - Seeduwa,Abans PLC,Gampaha,Full-Time,18/05/2022 
828,Finance Associate - Debtor Collections (Female Candidate Only) -  Homagama,Watercare Technologies (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
829,Customer Relations Executive - Seeduwa,Abans PLC,Gampaha,Full-Time,18/05/2022 
830,Recruitment - Specialist,LankaSolution Enterprise (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
831,Software Engineer / Senior Software Engineer - Java Development,LankaSolution Enterprise (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
832,Showroom Manager,Abans PLC,Colombo,Full-Time,18/05/2022 
833,Software Engineer - .NET,Company Name Withheld 521,Colombo,Full-Time,18/05/2022 
834,React.JS / React Native Developer,LankaSolution Enterprise (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
835,Senior Service Desk Engineer,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 
836,School Leavers - Technical Training,GTA Refrigeration Private Limited,Colombo,Full-Time,18/05/2022 
837,District Manager,Domino's Pizza Sri Lanka,Colombo,Full-Time,18/05/2022 
838,Quality Assurance Engineer,LankaSolution Enterprise (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
839,Operation Manager - Female Only,Trinity International,Colombo,Full-Time,18/05/2022 
840,Associate Tech Lead - AWS/Data Analysis/Machine Learning,MyTech Jobs,Colombo,Full-Time,18/05/2022 
841,Senior Software Engineer - React,MyTech Jobs,Colombo,Full-Time,18/05/2022 
842,Senior Software Engineer - (NodeJs),MyTech Jobs,Colombo,Full-Time,18/05/2022 
843,Consulting D&A - SQL/TSQL + (SSIS and/or Informatica and/or Talend) ,EY Global Delivery Services,Colombo,Full-Time,18/05/2022 
844,Senior Data Engineer - Work From Home,DigiConsult,"WorkingFromHome,I...",Full-Time,18/05/2022 
845,Consulting D&A - Azure Data Engineer ,EY Global Delivery Services,Colombo,Full-Time,18/05/2022 
846,Senior Software Engineer - .NET,MyTech Jobs,Colombo,Full-Time,18/05/2022 
847,Senior Software Engineer - NodeJS/ReactJs,MyTech Jobs,Colombo,Full-Time,18/05/2022 
848,Associate Tech Lead / Senior Software Engineer (JavaScript),MyTech Jobs,Colombo,Full-Time,18/05/2022 
849,Associate Tech Lead / Tech Lead (.Net),MyTech Jobs,Colombo,Full-Time,18/05/2022 
850,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Kurunegala,Softlogic GLOMARK,Kurunagala,Full-Time,18/05/2022 
851,Junior Operations Assistant - Head Office,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,18/05/2022 
852,Commi I/ Commi II / Commi III / Cashier - (Trainee / Experienced) - CRFC,Softlogic GLOMARK,Colombo,Full-Time,18/05/2022 
853,Senior Network Engineer,Nations Trust Bank,Colombo,Full-Time,18/05/2022 
854,Senior Technician / Trainee Technician - Rajagiriya | ජ්‍යෙෂ්ඨ කාර්මික / පුහුණු කාර්මික - රාජගිරිය,Eser Marketing International (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
855,Trolly Pusher & Baggers - Part Time - Kurunegala,Softlogic GLOMARK,Kurunagala,Part-Time,18/05/2022 
856,Commi I/ Commi II / Commi III / Cashier - (Trainee / Experienced) - Negombo,Softlogic GLOMARK,Gampaha,Full-Time,18/05/2022 
857,Commi I/ Commi II / Commi III / Cashier - (Trainee / Experienced) - Malabe,Softlogic GLOMARK,Colombo,Full-Time,18/05/2022 
858,Senior UI/UX Designer,DigiConsult,"WorkingFromHome,I...",Full-Time,18/05/2022 
859,UX Designer,EY Global Delivery Services,Colombo,Permanent,18/05/2022 
860,Trolly Pusher & Baggers - Part Time - Kottawa,Softlogic GLOMARK,Colombo,Part-Time,18/05/2022 
861,Customer Service Assistant (Trainee / Experienced) - Negombo,Softlogic GLOMARK,Gampaha,Full-Time,18/05/2022 
862,Trolly Pusher & Baggers - Part Time - Mount Lavania,Softlogic GLOMARK,Colombo,Part-Time,18/05/2022 
863,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Delkanda,Softlogic GLOMARK,Colombo,Full-Time,18/05/2022 
864,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Kottawa,Softlogic GLOMARK,Colombo,Full-Time,18/05/2022 
865,Flutter Developer - Software Engineer / Senior Software Engineer,Yukon Software,Colombo,Full-Time,18/05/2022 
866,Phone Verification Executive ,AV Business Solutions Pvt Ltd,Colombo,Full-Time,18/05/2022 
867,Senior Assistant - Strategic Relationships ,Nations Trust Bank,Colombo,Full-Time,18/05/2022 
868,Food Delivery / ආහාර බෙදාහැරීම - Colombo ,Ontime Fleet Service Pvt Ltd,Colombo,Full-Time,18/05/2022 
869,Junior Administration Executive,Abans PLC,Colombo,Full-Time,18/05/2022 
870,Student Counsellor - Colombo / Kandy,Expert Campus,"Colombo,Kandy",Full-Time,18/05/2022 
871,Project Manager,TalentCorp (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
872,Delivery Riders - Part Time,Burger King,"Colombo,Gampaha",Part-Time,18/05/2022 
873,Electrical Technician/ විදුලි කාර්මික,Lumiere Textiles (Pvt) Ltd,Gampaha,Full-Time,18/05/2022 
874,Retail Staff,JOEY CLOTHING PRIVATE LIMITED,Colombo,Contract Basis,18/05/2022 
875,Software Engineer | React,Sonasu,"Colombo,WorkingFro...",Full-Time,18/05/2022 
876,Workshop Foreman / Senior Technicians  / Trainee Technicians ,Avinda Enterprises,Colombo,Full-Time,18/05/2022 
877,Junior Graphic Designer,Mediawize,Colombo,Full-Time,18/05/2022 
878,Field Sales Executive,Hola Say (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
879,Documentation Executive - Male/ Female (Colombo & Suburb),Ninehearts,Colombo,Full-Time,18/05/2022 
880,Software Engineer - Frontend,Cabbage Apps,Colombo,Full-Time,18/05/2022 
881,Fund Administration Supervisor ,HSBC Bank,Colombo,Full-Time,18/05/2022 
882,Brand Executive,Softlogic GLOMARK,Colombo,Full-Time,18/05/2022 
883,Imaging Assistant (Product),Sahl Holdings Pvt Ltd,Colombo,Full-Time,18/05/2022 
884,Data Entry Executive ,CitiHitz,Colombo,Full-Time,18/05/2022 
885,Third Party Risk Management - Case Advisor,HSBC Bank,Colombo,Full-Time,18/05/2022 
886,QA Engineer,Cabbage Apps,Colombo,Full-Time,18/05/2022 
887,Assistant Investigations Manager,HSBC Bank,Colombo,Full-Time,18/05/2022 
888,UI/UX Designer,Black Vault Technologies (Pvt) Ltd.,Colombo,Full-Time,18/05/2022 
889,Business Development Associate (B2B Gemstones and Jewellery),Sahl Holdings Pvt Ltd,Colombo,Full-Time,18/05/2022 
890,Barista,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,18/05/2022 
891,Commis – (Pastry) - Boudl Hotel & Resorts,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,18/05/2022 
892,Executive Housekeeper - Boudl Hotel & Resorts,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,18/05/2022 
893,Manager HR Advisory,HSBC Bank,Colombo,Full-Time,18/05/2022 
894,Fund Administrators – HSBC Securities Services,HSBC Bank,Colombo,Full-Time,18/05/2022 
895,Waiter - Boudl Hotel & Resorts,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,18/05/2022 
896,Quality Assurance Specialist,HSBC Bank,Colombo,Full-Time,18/05/2022 
897,Assistant Vice President – Triage Manager,HSBC Bank,Colombo,Full-Time,18/05/2022 
898,McDonald’s- Saudi Arabia - Maintenance - Male | මැක්ඩොනල්ඩ්ස් - සෞදි අරාබිය - නඩත්තු කිරීම - පුරුෂ,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,18/05/2022 
899,Demi Chef – (Cold) - Boudl Hotel & Resorts,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,18/05/2022 
900,Senior .NET Developer,Mega Pay (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
901,Patient Care Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
902,Senior Manager - Startup Ecosystem Development,ICT Agency of Sri Lanka,Colombo,Full-Time,18/05/2022 
903,Associate Software Engineer - Mobile Applications (Flutter) ,PayMedia,Colombo,Full-Time,18/05/2022 
904,Executive Sales - Department of Air Conditioning,Rasangi Electricals & Products,Kurunagala,Full-Time,18/05/2022 
905,Senior Accounting Associate,RR Donnelley Outsource (Pvt) Ltd​,Colombo,Full-Time,18/05/2022 
906,Home Care Attendent   - Female |  - කාන්තා,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
907,Associate Software Engineer - Web Applications (Laravel/Vue.js),PayMedia,Colombo,Full-Time,18/05/2022 
908,Relationship Managers - Merchant Acquiring,CrossBorder Payments (Private) Limited,Colombo,Full-Time,18/05/2022 
909,A/C Technician - A/C කාර්මික ශිල්පියා,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
910,Care Nurse,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
911,Steward,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
912,Electrician,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
913,Electrical / Mechanical Foreman | විදුලි / කාර්මික වැඩ මූලික,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
914,Heavy Vehicle Mechanic | බර වාහන කාර්මික,Ideal Group,Colombo,Full-Time,18/05/2022 
915, A/C Technician / Clerk / Kitchen Service Assistant / Cook / Steward / Attendant / Laundry Assistant / Laundry Helper,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
916,Security Officer | ආරක්ෂක නිලධාරි (පිරිමි/ ගැහැණු),Nawaloka Hospitals PLC,"Colombo,Gampaha,Ku...",Full-Time,18/05/2022 
917,Trainee Phlebotomist,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
918,Electronic Technicians,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
919,Patient Care Attendants - Male,Nawaloka Hospitals PLC,Colombo,Full-Time,18/05/2022 
920,Software Developer - Android,Vogue Jewellers (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
921,Uber Driver Partner - Colombo,Uber Affilitate,Colombo,Full-Time or Part-Time,18/05/2022 
922,Mobile Developer (iOS or Android),Acorre Energy Sdn Bhd,Colombo,Full-Time,18/05/2022 
923,Branch Manager ,Perera Tyre Service PVT LTD.,Colombo,Full-Time,18/05/2022 
924,Customer Service Executive / Trainee Executives,Vogue Jewellers (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
925,Business Promotion Executive / Business Promotion Manager / Sales Executive,Coop Insurance,Matara,Full-Time,18/05/2022 
926,"Software Engineer (C#, .Net)",Acorre Energy Sdn Bhd,Colombo,Full-Time,18/05/2022 
927,Network Security Specialist ,Sri Lankan Airlines,Gampaha,Full-Time,18/05/2022 
928,රියදුරු - රත්මලාන | Driver - Rathmalana,Ideal Group,Colombo,Full-Time,18/05/2022 
929,Artificial Intelligence Software Engineer,Acorre Energy Sdn Bhd,Colombo,Full-Time,18/05/2022 
930,ගබඩා සහයක | Warehouse Assistant - Kotikawaththa,John Keells Logistics (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
931,Trainee Operation Supervisor (Male),John Keells Logistics (Pvt) Ltd,"Colombo,Gampaha",Full-Time,18/05/2022 
932,Recovery Officer - Leasing (Asset Backed) ,LOLC Development Finance,IslandWide,Full-Time,18/05/2022 
933,Technical Specialist - Application Security,Wonder Software Engineering,Colombo,Full-Time or Part-Time,18/05/2022 
934,පළපුරුදු ලොරි රථ රියදුරු | Experienced Lorry Driver - Enderamulla / Avissawella,John Keells Logistics (Pvt) Ltd,"Colombo,Gampaha",Full-Time,18/05/2022 
935,Recovery Officer | Island wide,LOLC Development Finance,IslandWide,Full-Time,18/05/2022 
936,ගබඩා සහයක | Warehouse Assistant - Peliyagoda,John Keells Logistics (Pvt) Ltd,"Gampaha,Colombo",Full-Time,18/05/2022 
937,Warehouse Supervisor - Enderamulla / Peliyagoda,John Keells Logistics (Pvt) Ltd,"Colombo,Gampaha",Full-Time,18/05/2022 
938,Operation Supervisor - Peliyagoda / Enderamulla,John Keells Logistics (Pvt) Ltd,"Colombo,Gampaha",Full-Time,18/05/2022 
939,ගබඩා සහයක | Warehouse Assistant - Pettah,John Keells Logistics (Pvt) Ltd,Colombo,Full-Time,18/05/2022 
940,Nurse,Direct Lines Pvt.Ltd,ForeignJob,Full-Time,18/05/2022 
941,Deputy Manager - Fraud Risk Management & Operations,LOLC Holdings PLC,Colombo,Full-Time,18/05/2022 
942,Executive - Finance Corporate - LOLC Advanced Technologies Pvt Ltd,LOLC Holdings PLC,Colombo,Full-Time,18/05/2022 
943,පුහුණු මැහුම් ශිල්පිණියන් / Trained Machine Operators (MO) - වැලිසර/Welisara  - කාන්තා/Female,Brandix Lanka Ltd,Gampaha,Full-Time,18/05/2022 
